Name,RBICS_id,Entity_Type,RBICS_Level
Diversified Bioanalytical Instruments,351520251015,RBICS_IG,6
Diversified Biopharmaceuticals,35101540,RBICS_IG,4
Diversified Brokerage Services,302010251010,RBICS_IG,6
Diversified Cleaning and Sanitizing Agents Makers,4510202510,RBICS_IG,5
Diversified Commercial Insurance,301510201025,RBICS_IG,6
Diversified Commodity Chemical Makers,4510101510,RBICS_IG,5
Diversified Consumer Vehicle Manufacturing,202010151510,RBICS_IG,6
Diversified Consumer Vehicle Parts Manufacturing,2020101025,RBICS_IG,5
Diversified Content Management Software,552015152010,RBICS_IG,6
Diversified Contract Manufacturing Organizations,351525102010,RBICS_IG,6
Diversified Contract Research Organizations,3515251520,RBICS_IG,5
Diversified Crop Production,5015101525,RBICS_IG,5
Diversified Customer Relationship Software,552015152515,RBICS_IG,6
Diversified Defense Providers,401010201020,RBICS_IG,6
Diversified Development and Manufacturing Services,3515252010,RBICS_IG,5
Diversified Electrical and Power System Makers,4010151510,RBICS_IG,5
Diversified Electrical/Power System Manufacturing,401015151010,RBICS_IG,6
Diversified Electronic Components,55101030,RBICS_IG,4
Diversified Electronic Manufacturing and Services,55101515,RBICS_IG,4
Diversified Electronic Media Services,55201015,RBICS_IG,4
Diversified Electronic Media and Sites,5520101510,RBICS_IG,5
Diversified Electronic Security Equipment,5515101515,RBICS_IG,5
Diversified Enterprise Resource Planning Software,552015153015,RBICS_IG,6
Diversified Flavors and Fragrances Manufacturing,451020101010,RBICS_IG,6
Diversified Forestry and Paper Product Makers,4520101510,RBICS_IG,5
Diversified General Waste Collection,1010251010,RBICS_IG,5
Diversified Hazardous Materials Disposal,1010251510,RBICS_IG,5
Diversified Healthcare Business Management,351510151010,RBICS_IG,6
Diversified Healthcare Distributors,3515102010,RBICS_IG,5
Diversified Healthcare Services,35152035,RBICS_IG,4
Diversified Household Appliances and Tools,50201010,RBICS_IG,4
Diversified Household Products Makers,50201515,RBICS_IG,4
Diversified IT Infrastructure Software,5520153520,RBICS_IG,5
Diversified Industrial Distribution,40152020,RBICS_IG,4
Diversified Industrial Gas Manufacturing,451010151510,RBICS_IG,6
Diversified Industrial Manufacturing,4010203025,RBICS_IG,5
Diversified Industrials Distribution,401520,RBICS_IG,3
Diversified Inorganic Chemical Makers,451010152015,RBICS_IG,6
Diversified Insurance,30151030,RBICS_IG,4
Diversified Investment,30201030,RBICS_IG,4
Diversified Life and Health Insurance,301510151020,RBICS_IG,6
Diversified Loan Services,3030101010,RBICS_IG,5
Diversified Materials,45202015,RBICS_IG,4
Diversified Medical Device OEMs,351525101510,RBICS_IG,6
Diversified Medical Devices and Instruments,35201515,RBICS_IG,4
Diversified Metal Ore Mining,4515251510,RBICS_IG,5
Diversified Mortgage Banking,301015101510,RBICS_IG,6
Diversified Oilseed and Grain Farming,501510153510,RBICS_IG,6
Diversified Paper and Paper Products Manufacturing,4520102010,RBICS_IG,5
Diversified Patient Care,3515152510,RBICS_IG,5
Diversified Personal Services,502510151520,RBICS_IG,6
Diversified Power Generation Equipment Makers,401015201010,RBICS_IG,6
Diversified Primary Metals Processors,4515102015,RBICS_IG,5
Diversified Professional Services,1010152015,RBICS_IG,5
Diversified Property and Casualty Reinsurance,301510252015,RBICS_IG,6
Diversified Pulp and Paper Mills,452010202010,RBICS_IG,6
Diversified Real Estate Investment and Services,302515101510,RBICS_IG,6
Diversified Residential Mortgage Banking/Services,301015102010,RBICS_IG,6
Diversified Satellite Services,60101015,RBICS_IG,4
Diversified Seafood Production,501510101510,RBICS_IG,6
Diversified Semiconductor Capital Equipment,5510301025,RBICS_IG,5
Diversified Semiconductor Capital Equipment Makers,551030102510,RBICS_IG,6
Diversified Semiconductor Manufacturing Services,5510301520,RBICS_IG,5
Diversified Semiconductors,5510202010,RBICS_IG,5
Diversified Specialty/Performance Chemicals Makers,4510203010,RBICS_IG,5
Diversified Technology Hardware,5515202515,RBICS_IG,5
Document Duplication Equipment and Copier Makers,551510301010,RBICS_IG,6
Document Duplication Equipment and Copiers,5515103010,RBICS_IG,5
Document Management Software,552015152015,RBICS_IG,6
Downstream Energy,251510,RBICS_IG,3
Downstream and Midstream Energy,2515,RBICS_IG,2
Dredging and Marine Construction,401525101015,RBICS_IG,6
Drug Delivery Devices,35201015,RBICS_IG,4
Drug Delivery Technology,3515202010,RBICS_IG,5
Drug Delivery Technology Development,351520201010,RBICS_IG,6
Drug Development Software,351510151510,RBICS_IG,6
Drug Discovery Services,3515202015,RBICS_IG,5
"Drug Lead Discovery, Validation and Optimization",351520201510,RBICS_IG,6
Drug Target Discovery and Validation,351520201515,RBICS_IG,6
Dry Bulk Deep Sea and Offshore Shipping,401510101515,RBICS_IG,6
Dry and Shelf-Stable Meals Production,501515151025,RBICS_IG,6
Dyes and Pigments Manufacturing,451020102010,RBICS_IG,6
E-Commerce Service Providers,552010251015,RBICS_IG,6
EMEA Investment Banking and Corporate Finance,302010151520,RBICS_IG,6
ETFs and Unit Investment Trust Managers,302010103015,RBICS_IG,6
"Ear, Nose and Throat (ENT) Devices",352020151020,RBICS_IG,6
Eastern Region Fossil Fuel Exploration/Production,251015101510,RBICS_IG,6
Education Finance,3030101525,RBICS_IG,5
Education Information and News Media and Sites,552010101020,RBICS_IG,6
Educational Services,50251010,RBICS_IG,4
Educational Software,5520152510,RBICS_IG,5
Educational Support Services,502510101010,RBICS_IG,6
Electric Motors Manufacturing,401015101010,RBICS_IG,6
Electric Utilities,65101010,RBICS_IG,4
Electric Vehicle Batteries Manufacturing,401015101545,RBICS_IG,6
Electric Vehicle Charging Stations,20151535,RBICS_IG,4
Electrical Equipment and Power Systems,401015,RBICS_IG,3
Electrical Equipment and Wiring Distributors,401520101520,RBICS_IG,6
Electrical Systems and Equipment Manufacturing,401015101515,RBICS_IG,6
Electronic Cigarette Manufacturing,50152025,RBICS_IG,4
Electronic Components,551010,RBICS_IG,3
Electronic Components Distributors,5515301510,RBICS_IG,5
Electronic Components and Manufacturing,5510,RBICS_IG,2
Electronic Design Automation Software,5520151015,RBICS_IG,5
Electronic Display and Billboard Manufacturing,551510251015,RBICS_IG,6
Electronic Equipment Manufacturing,551025,RBICS_IG,3
Electronic Gaming Equipment,151010151515,RBICS_IG,6
Electronic Gaming/Entertainment Electronics Makers,55152530,RBICS_IG,4
Electronic Interconnect Components,5510101015,RBICS_IG,5
Electronic Materials Manufacturing,4510203015,RBICS_IG,5
Electronic Payment Processing,303010153015,RBICS_IG,6
Electronic Security Equipment,55151015,RBICS_IG,4
Electronic Security Identification Equipment,5515101520,RBICS_IG,5
Electronic System Security Equipment,5515101530,RBICS_IG,5
Electronic Transaction Processing/Clearinghouses,3030101530,RBICS_IG,5
Electronic Waste Services,1010251515,RBICS_IG,5
Electronics Manufacturing Equipment,55102510,RBICS_IG,4
Electronics Manufacturing Equipment Manufacturing,5510251010,RBICS_IG,5
Electronics Retail,20251510,RBICS_IG,4
Electronics and Entertainment Retail,202515,RBICS_IG,3
Emission Control Services and Technologies,1010251520,RBICS_IG,5
End-User Telephony Equipment,5515151015,RBICS_IG,5
Endocrinology and Metabolism Biopharmaceuticals,35102025,RBICS_IG,4
Energy,25,RBICS_IG,1
Energy Efficient Lighting and LED Manufacturing,401015151510,RBICS_IG,6
Energy Industry Software,251020205010,RBICS_IG,6
Energy Utilities,651010,RBICS_IG,3
Energy and Utilities IT Services,251020204510,RBICS_IG,6
Engineered Rubber Products,4510251010,RBICS_IG,5
Engineered Rubber Products Manufacturing,451025101010,RBICS_IG,6
Engineered Wood Products Manufacturing,4520101010,RBICS_IG,5
Enhanced Telecommunications Services Software,601010351010,RBICS_IG,6
Enterprise Management Software,55201515,RBICS_IG,4
Enterprise Middleware Software,5520153525,RBICS_IG,5
Enterprise Resource Planning Software,5520151530,RBICS_IG,5
Enterprise Security Management Software,552015154010,RBICS_IG,6
Entertainment Retail,20251515,RBICS_IG,4
Entertainment and Programming Providers,15151015,RBICS_IG,4
Environmental Consulting,1010253015,RBICS_IG,5
Environmental Control Machinery/Equipment Products,4010201010,RBICS_IG,5
Environmental Services,10102530,RBICS_IG,4
Equipment and Supplies Distributors,40152010,RBICS_IG,4
Equities Trading Services,302010252015,RBICS_IG,6
Equity Fund Managers,302010103010,RBICS_IG,6
Equity Mutual Fund Managers,302010102010,RBICS_IG,6
Equity REITs,30252015,RBICS_IG,4
Ethanol Fuel Manufacturing,451010101515,RBICS_IG,6
Europe Air Passenger Service Providers,4015301020,RBICS_IG,5
Europe Banks,3010102015,RBICS_IG,5
Europe Biomass Wholesale Power,651010501030,RBICS_IG,6
Europe CNG and LNG Distributors,251510101030,RBICS_IG,6
Europe Coal Mining,251010201015,RBICS_IG,6
Europe Crude Oil Liquid Pipeline/Storage,251515201020,RBICS_IG,6
Europe Decentralized Wholesale Power,651010501035,RBICS_IG,6
Europe Department Stores,5010151020,RBICS_IG,5
Europe Fossil Fuel Exploration/Production,2510152015,RBICS_IG,5
Europe Fossil Fuel Wholesale Power,651010501020,RBICS_IG,6
Europe Geothermal Wholesale Power,651010501040,RBICS_IG,6
Europe Gold Ore Mining,451525202010,RBICS_IG,6
Europe Hydroelectric Wholesale Power,651010501045,RBICS_IG,6
Europe Mixed Alternative Wholesale Power,651010501010,RBICS_IG,6
Europe Mixed Traditional Fuel Wholesale Power,651010501025,RBICS_IG,6
Europe Mixed Wholesale Power,651010501015,RBICS_IG,6
Europe Natural Gas Pipeline and Storage,251515101020,RBICS_IG,6
Europe Natural Gas Utilities,651010151020,RBICS_IG,6
Europe Nuclear Wholesale Power,651010501060,RBICS_IG,6
Europe Petroleum Refineries,2515101520,RBICS_IG,5
Europe Petroleum Storage and Transport,251510102530,RBICS_IG,6
Europe Propane and LPG Marketing and Dist.,251510103030,RBICS_IG,6
Europe Solar Wholesale Power,651010501050,RBICS_IG,6
Europe Supermarkets,501010202015,RBICS_IG,6
Europe Wholesale Power,6510105010,RBICS_IG,5
Europe Wind Wholesale Power,651010501055,RBICS_IG,6
"Europe, Middle East and Africa Banks",30101020,RBICS_IG,4
"Europe, Middle East and Africa Electric Utilities",651010101015,RBICS_IG,6
"Europe, Middle East and Africa Rail Transportation",401510201015,RBICS_IG,6
"Europe, Middle East and Africa Water Utilities",651015101020,RBICS_IG,6
"Europe, Middle East and Africa Wireless Services",6010151020,RBICS_IG,5
"Europe, Middle East and Africa Wireline Services",6010151520,RBICS_IG,5
"Events, Tickets and Mixed-Type Recreation",151010152010,RBICS_IG,6
Execution and Quote Platforms Services,552010301010,RBICS_IG,6
Executive Search Consulting Services,101015101015,RBICS_IG,6
Express Couriers,40151510,RBICS_IG,4
Fabricated Aluminum Structural Shape Manufacturing,451510201020,RBICS_IG,6
Fabricated Pipes and Pipe Fittings Products,4515101015,RBICS_IG,5
Facilities Support Services,1010201010,RBICS_IG,5
Facilities and Construction Services,401525,RBICS_IG,3
Facilities and Other Support Services,10102010,RBICS_IG,4
Factory Automation Equipment,40102015,RBICS_IG,4
Family Investment Offices,302010102525,RBICS_IG,6
Farm/Garden Machinery and Equipment Distributors,401520101525,RBICS_IG,6
Fast Casual Restaurants,1510102520,RBICS_IG,5
Fasteners Manufacturing,4515101020,RBICS_IG,5
Fertilizers Manufacturing,4510202010,RBICS_IG,5
"Fibers, Polymers and Resins Manufacturing",4510203510,RBICS_IG,5
Film Passive Capacitor Electronic Components,551010253010,RBICS_IG,6
Film and Imaging Chemicals Manufacturing,4510203020,RBICS_IG,5
Final Dosage Forms OEMs,351525101020,RBICS_IG,6
Finance,30,RBICS_IG,1
Finance Industry Software,3030151010,RBICS_IG,5
Finance Information and News Media and Sites,552010101025,RBICS_IG,6
Finance Software and Services,303015,RBICS_IG,3
Finance and Banking Systems Production,551510201015,RBICS_IG,6
Finance/Banking Industry Electronics Production,55151020,RBICS_IG,4
Financial Guaranty Commercial Insurance,301510201030,RBICS_IG,6
Financial Reference Data Content Providers/Sites,552010301015,RBICS_IG,6
Financial Services IT Services,3030151015,RBICS_IG,5
Financial and Compliance ERP Software,552015153020,RBICS_IG,6
Financially Operative Institutions,Non_RBICS_classification,Non_RBICS_IG,2
Fine China and Crystal and Home Decor Products,201020101015,RBICS_IG,6
Fish Farming and Hatcheries,501510101515,RBICS_IG,6
Fitness and Exercise Equipment,2010152010,RBICS_IG,5
Fitness and Recreational Sports Centers,151010151015,RBICS_IG,6
Fixed Microwave Systems Equipment,5515154015,RBICS_IG,5
Flash Memory Semiconductors,551020251010,RBICS_IG,6
Flat Panel Display-Specific Equipment Makers,551030101510,RBICS_IG,6
Flavors and Other Food Additives Manufacturing,451020101015,RBICS_IG,6
Flexible Circuit Manufacturing,5510152010,RBICS_IG,5
Flooring Manufacturing,451535101020,RBICS_IG,6
"Flour, Pasta and Rice Manufacturing",501515153015,RBICS_IG,6
Folding Carton Manufacturing,4520152015,RBICS_IG,5
Food Animal Production,5015101010,RBICS_IG,5
Food Delivery Services,1510102020,RBICS_IG,5
Food Production,50151515,RBICS_IG,4
Food Production Machinery Manufacturing,401020151520,RBICS_IG,6
Food Service Contractors,1510102010,RBICS_IG,5
Food and Beverage Distributors,5010102515,RBICS_IG,5
Food and Beverage Production,501515,RBICS_IG,3
Food and Beverage Retail,501010,RBICS_IG,3
Food and Staples Retail,5010,RBICS_IG,2
Food and Tobacco Production,5015,RBICS_IG,2
Footwear Production,2010101520,RBICS_IG,5
Footwear Retail,20251025,RBICS_IG,4
Footwear Stores,2025102510,RBICS_IG,5
Forestry and Paper Products,452010,RBICS_IG,3
Fossil Fuel Exploration and Production,251015,RBICS_IG,3
Foundation and Endowment Managers,302010101040,RBICS_IG,6
Fragrance and Personal Care Additive Manufacturing,451020101020,RBICS_IG,6
Freight Less-Than-Truckload Road Transportation,401510201510,RBICS_IG,6
Freight Truckload Road Transportation,401510201515,RBICS_IG,6
Fresh Fruits and Vegetables Retail,5010102520,RBICS_IG,5
"Fruit, Nut and Vegetable Farming",5015101520,RBICS_IG,5
Fuel Cell Equipment and Technology Providers,401015201510,RBICS_IG,6
Fuel and Lubricant Additive Manufacturing,451020101510,RBICS_IG,6
"Fuel, Component and Maintenance Providers",401510101020,RBICS_IG,6
Full Service CRO,3515251525,RBICS_IG,5
Full Service CROs,351525152510,RBICS_IG,6
Full Service Hotels and Resorts,151010102515,RBICS_IG,6
Full-Service Restaurants and Bars,1510102510,RBICS_IG,5
Funds Management and Advisors,3020101020,RBICS_IG,5
Funds and Trusts,302010102015,RBICS_IG,6
Funeral and Cemetery Services,502510151020,RBICS_IG,6
Furniture Stores,2025201510,RBICS_IG,5
Furniture and Home Furnishings Stores,20252015,RBICS_IG,4
Fuse Passive Electronic Components,5510102510,RBICS_IG,5
Games Software,55201520,RBICS_IG,4
Gaming Industries,1510101515,RBICS_IG,5
Garbage Services,1010251015,RBICS_IG,5
Garden Products,2010151010,RBICS_IG,5
Garden Products Manufacturing,201015101010,RBICS_IG,6
Gasification Alternative Fuel Manufacturing,451010101520,RBICS_IG,6
Gasoline Stations,20151515,RBICS_IG,4
Gastroenterology Devices,352020151510,RBICS_IG,6
Gastrointestinal Tract Biopharmaceuticals,3510202015,RBICS_IG,5
General Accessories Retail,2025101010,RBICS_IG,5
General Amusement and Recreation Centers,151010151020,RBICS_IG,6
General Analog and Mixed Signal Semiconductors,5510201010,RBICS_IG,5
General Animal Production,501510101025,RBICS_IG,6
General Apparel Accessories Retail,202510101010,RBICS_IG,6
General Architectural Component Manufacturing,451535101025,RBICS_IG,6
General Automobile Dealers,201510151010,RBICS_IG,6
General Automotive Services,2015101015,RBICS_IG,5
General Aviation Equipment Manufacturing,401010101030,RBICS_IG,6
General Beverage Production,5015151015,RBICS_IG,5
General Building Materials Distribution,401520251010,RBICS_IG,6
General Carrier Edge (Access) Equipment,551515352015,RBICS_IG,6
General Carrier Edge and Access Equipment,5515153520,RBICS_IG,5
General Clinical Diagnostics Devices,352010101510,RBICS_IG,6
General Clinical Laboratories,351515151010,RBICS_IG,6
General Coatings and Paints Makers,4510201520,RBICS_IG,5
General Commercial Electronics Manufacturers,5515103510,RBICS_IG,5
General Commercial Finance,303010102010,RBICS_IG,6
General Communications Equipment,5515152510,RBICS_IG,5
General Communications Services,6010104010,RBICS_IG,5
General Computer Hardware,55152025,RBICS_IG,4
General Computer Hardware Manufacturing,5515202510,RBICS_IG,5
General Construction Materials Manufacturing,45153515,RBICS_IG,4
General Consumer Content Providers,552010351020,RBICS_IG,6
General Consumer Electronics Manufacturing,55152535,RBICS_IG,4
General Consumer Finance Services,3030101535,RBICS_IG,5
General Customer Premises Equipment,5515153525,RBICS_IG,5
General Customer Premises Equipment (CPE),551515352510,RBICS_IG,6
General Death Care Services,502510151025,RBICS_IG,6
General Delivery and Logistics Providers,40151515,RBICS_IG,4
General Discount Stores,5010151510,RBICS_IG,5
General Electronic Components Distributors,551530151010,RBICS_IG,6
General Electronics Distributors,5515301515,RBICS_IG,5
General Electronics Retail,2025151025,RBICS_IG,5
General Enterprise Management Software,5520151535,RBICS_IG,5
General Enterprise and Technology Consulting,55202010,RBICS_IG,4
General Entertainment Content Providers and Sites,552010351025,RBICS_IG,6
General Entertainment and Programming,151510151025,RBICS_IG,6
General Facilities and Other Support Services,101020101015,RBICS_IG,6
General Factory Automation Makers,401020152510,RBICS_IG,6
General Food Manufacturing and Processing,5015151520,RBICS_IG,5
General Food and Beverage Production,50151520,RBICS_IG,4
General Food and Beverage Retail,50101015,RBICS_IG,4
General Food and Beverage Services,1510102015,RBICS_IG,5
General Furniture and Home Furnishings Retail,202520151510,RBICS_IG,6
General Furniture and Home Furnishings Stores,2025201515,RBICS_IG,5
General Gaming Industries,151010151520,RBICS_IG,6
General Gaming Products and Services,151010151525,RBICS_IG,6
General Infectious Diseases Biopharmaceuticals,351010101510,RBICS_IG,6
General Information Technology (IT) Consulting,552020201025,RBICS_IG,6
General Information and News Media and Sites,552010101030,RBICS_IG,6
General Infrastructure and Network Consulting,5520202515,RBICS_IG,5
General Internet and Online Services,552010251020,RBICS_IG,6
General Laboratory Equipment,351520251510,RBICS_IG,6
General Leisure Goods,2010151015,RBICS_IG,5
General Leisure Goods Manufacturing,201015101510,RBICS_IG,6
General Liability Commercial Insurance,301510201035,RBICS_IG,6
General Limited-Service and Fast Food Restaurants,151010251510,RBICS_IG,6
General Line Grocery Retail,5010102525,RBICS_IG,5
General Machinery Manufacturing,4010203015,RBICS_IG,5
General Medical Devices,352015,RBICS_IG,3
General Merchandise Retail,501015,RBICS_IG,3
General Merchandise Retailers,50101520,RBICS_IG,4
General Metal Parts and Components Makers,4515101025,RBICS_IG,5
General Metal and Mineral Product Manufacturing,45152010,RBICS_IG,4
General Metal and Mineral Products Manufacturing,4515201010,RBICS_IG,5
General Motor Vehicle Sales,201510151515,RBICS_IG,6
General Motor Vehicles and Parts Retail,2015102020,RBICS_IG,5
General Nonmetallic Mineral Mining,4515301515,RBICS_IG,5
General Oil and Gas Operations Support Activities,2510202010,RBICS_IG,5
General Personal Care and Cleaning Products Makers,50202025,RBICS_IG,4
General Plastic and Rubber Manufacturing,4510251015,RBICS_IG,5
General Printing Services,101010151510,RBICS_IG,6
General Professional Content Providers and Sites,552010301020,RBICS_IG,6
General Publishing,151510202015,RBICS_IG,6
General Purpose Test and Measurement Equipment,5515104510,RBICS_IG,5
General Scientific Products,3515202515,RBICS_IG,5
General Security Services,101020151015,RBICS_IG,6
General Semiconductors,55102020,RBICS_IG,4
General Spectator Sports and Performing Arts,151010153010,RBICS_IG,6
General Support Activity Providers for Agriculture,501510251030,RBICS_IG,6
General Surgical Devices,352015102010,RBICS_IG,6
General Textiles Makers,4520201015,RBICS_IG,5
General Tobacco Manufacturing,50152015,RBICS_IG,4
General Transportation Equipment Manufacturing,40102515,RBICS_IG,4
General Transportation and Related Services,40151015,RBICS_IG,4
General United States Telecommunications Services,601010251010,RBICS_IG,6
General Waste Collection,10102510,RBICS_IG,4
General and Acute Hospitals,3515151010,RBICS_IG,5
General and Mixed-Type Software,55201540,RBICS_IG,4
General or Multi-Industry Revenue,9015,RBICS_IG,2
Genetic Molecular Diagnostic Test Kits,3520101020,RBICS_IG,5
Gifts and Celebration Goods Retail,202515151510,RBICS_IG,6
Glass Container Manufacturing,4520151510,RBICS_IG,5
Global Energy Utilities,6510102010,RBICS_IG,5
Global Mixed TV Cable and Broadcast Networks,151510151520,RBICS_IG,6
Global Positioning Systems (GPS) Manufacturing,5515153015,RBICS_IG,5
Golf Courses and Country Clubs,151010151025,RBICS_IG,6
Golf Equipment,2010152015,RBICS_IG,5
Government IT Services,101015101510,RBICS_IG,6
Government Managed Care,3515101010,RBICS_IG,5
Government and Not-For-Profit Industry Software,1010151020,RBICS_IG,5
Government and Public Service Industry Software,101015102010,RBICS_IG,6
Governments and Governmental Entities,Non_RBICS_classification,Non_RBICS_IG,2
Grain-Based Food Product Manufacturing,501515153020,RBICS_IG,6
Graphic Design and Promotional Collateral Products,101010151025,RBICS_IG,6
Greenhouse Gas Emission Services,1010253020,RBICS_IG,5
Greeting Cards and Giftware Manufacturing,201015102010,RBICS_IG,6
Greeting Cards and Giftware Products,2010151020,RBICS_IG,5
Grocery Stores,50101020,RBICS_IG,4
Gulf Coast Fossil Fuel Exploration/Production,251015102010,RBICS_IG,6
Gulf of Mexico Fossil Fuel Exploration/Production,251015102015,RBICS_IG,6
Gynecology Biopharmaceuticals,3510205010,RBICS_IG,5
HVAC Equipment and Supplies Distributors,401520101015,RBICS_IG,6
Hair Care Products,50202030,RBICS_IG,4
Handheld and Smart Phone Games Software,552015201510,RBICS_IG,6
Handheld and Smart Phone Software,5520152515,RBICS_IG,5
Handheld/Smart Phone Games Software,5520152015,RBICS_IG,5
Hardware,5515,RBICS_IG,2
Hardware Components,55152030,RBICS_IG,4
"Hardware, Plumbing and HVAC Supplies",401520101010,RBICS_IG,6
"Hardware, Plumbing, Heating Supplies Distributors",4015201010,RBICS_IG,5
Hazardous Materials Disposal,10102515,RBICS_IG,4
Hazardous/Industrial Waste Disposal,1010251525,RBICS_IG,5
Health Insurance,301510151510,RBICS_IG,6
Health Plan Providers,35151010,RBICS_IG,4
Health and Personal Care Retail,501020,RBICS_IG,3
Healthcare,35,RBICS_IG,1
Healthcare Administrative Support Services,35151015,RBICS_IG,4
Healthcare Business Management Services,3515101510,RBICS_IG,5
Healthcare Consulting,3515102515,RBICS_IG,5
Healthcare Distributors,35151020,RBICS_IG,4
Healthcare Equipment,3520,RBICS_IG,2
Healthcare Facility Business Management,351510151015,RBICS_IG,6
Healthcare General Support Services,3515102520,RBICS_IG,5
Healthcare IT Services,3515102525,RBICS_IG,5
Healthcare Management Software,351510151515,RBICS_IG,6
Healthcare Operations Support Software,351510151520,RBICS_IG,6
Healthcare Services,3515,RBICS_IG,2
Healthcare Staffing and Recruiting,3515102530,RBICS_IG,5
Healthcare Support Services,351510,RBICS_IG,3
Healthcare and Life Sciences Equity REITs,302520151015,RBICS_IG,6
Healthcare and Pharma Industry Software,3515101515,RBICS_IG,5
Heart Disorders Biopharmaceuticals,3510201015,RBICS_IG,5
"Heating, Ventilation and Air Conditioning Products",401020101015,RBICS_IG,6
Heavy Building Material and Aggregate Products,45153520,RBICS_IG,4
Heavy Duty Trucks and Trailers Makers,401025102010,RBICS_IG,6
Heavy Duty Trucks and Trailers Manufacturing,4010251020,RBICS_IG,5
Heavy-Duty Industrial Batteries Manufacturing,401015101535,RBICS_IG,6
Hedge Funds Managers,302010101055,RBICS_IG,6
Hematological Oncology Biopharmaceuticals,3510101515,RBICS_IG,5
Hematology Biopharmaceuticals,35102030,RBICS_IG,4
Hog and Pig Farming,501510101030,RBICS_IG,6
Home Builders,20152015,RBICS_IG,4
Home Builders and Manufactured Buildings,201520,RBICS_IG,3
Home Centers and Hardware Stores,202520101015,RBICS_IG,6
Home Decor and Furnishings Stores,2025201520,RBICS_IG,5
Home Furnishing Manufacturing,5020152010,RBICS_IG,5
Home Healthcare,3515152015,RBICS_IG,5
Home Improvement Retail,202520,RBICS_IG,3
Home Testing Clinical Diagnostics Devices,352010101015,RBICS_IG,6
Home and Office Furnishings Manufacturing,50201520,RBICS_IG,4
Home and Office Multimedia Software,5520152520,RBICS_IG,5
Home and Office Productivity Peripherals,5515201015,RBICS_IG,5
Home and Office Software,55201525,RBICS_IG,4
Home and Office Virtual Reality Software,552015252015,RBICS_IG,6
Homeowners and Renters Insurance,301510201515,RBICS_IG,6
Horse Racing and Intertrack Wagering Systems,151010151530,RBICS_IG,6
Hospitality IT Services,1510101020,RBICS_IG,5
Hospitality Industry Software,1510101015,RBICS_IG,5
Hospitality Services,1510,RBICS_IG,2
"Hotels, Motels and Resorts",1510101025,RBICS_IG,5
Household Appliance Stores,2025151030,RBICS_IG,5
Household Appliances and Furnishings Production,201020,RBICS_IG,3
Household Appliances and Tools,502010,RBICS_IG,3
Household Cleaning Products,50202035,RBICS_IG,4
Household Furnishings Production,2010201010,RBICS_IG,5
Household Furniture Manufacturing,201020101020,RBICS_IG,6
Household Products,5020,RBICS_IG,2
Household Robot Makers,5020101540,RBICS_IG,5
Household Services,5025,RBICS_IG,2
Human Interface Peripherals,5515201020,RBICS_IG,5
Human Resources Consulting Services,101015101020,RBICS_IG,6
Human Resources ERP Software,552015153025,RBICS_IG,6
"Hunting, Fishing and Camping Goods",2010152020,RBICS_IG,5
Hydroelectric Power Generation Equipment Providers,401015201535,RBICS_IG,6
Hydrogen Fuel Manufacturing,451010101545,RBICS_IG,6
Hydrogen Gas Manufacturing,451010151525,RBICS_IG,6
IC-Level Electronic Design Software,552015101510,RBICS_IG,6
IC-Level Intellectual Property Software Libraries,552015101515,RBICS_IG,6
IT Hardware Distributors,55153010,RBICS_IG,4
IT Infrastructure Software,55201535,RBICS_IG,4
Image Sensor and Image Capture Semiconductors,551020401515,RBICS_IG,6
Imaging Laboratories,351515151510,RBICS_IG,6
Immune Deficiency Disorders Biopharmaceuticals,3510203515,RBICS_IG,5
Immunoassays Clinical Diagnostics Devices,352010101515,RBICS_IG,6
Immunology Biopharmaceuticals,35102035,RBICS_IG,4
Industrial Construction Contractors,401525102015,RBICS_IG,6
Industrial Cooling and Heating Systems Products,401020101020,RBICS_IG,6
Industrial Equipment Leasing Services,303010101515,RBICS_IG,6
Industrial Fabrics Manufacturing,4520201020,RBICS_IG,5
Industrial Gas Manufacturing,4510101515,RBICS_IG,5
Industrial Glass Products Manufacturing,4515151020,RBICS_IG,5
Industrial Machine Parts and Support Equipment,40102020,RBICS_IG,4
Industrial Machinery and Equipment Distributors,401520101530,RBICS_IG,6
Industrial Machinery and Supplies Distributors,4015201015,RBICS_IG,5
Industrial Manufacturing,4010,RBICS_IG,2
Industrial Robots and Material Handler Equipment,4010201510,RBICS_IG,5
Industrial Robots and Robotic Assembly Line Makers,401020151010,RBICS_IG,6
Industrial Services,4015,RBICS_IG,2
Industrial and Construction Additive Manufacturing,451020101515,RBICS_IG,6
Industrial and Engineering Hand Tool Manufacturing,4010203510,RBICS_IG,5
Industrial and Warehouse Equity REITs,302520151025,RBICS_IG,6
Industrials,40,RBICS_IG,1
Industry-Specific Factory Automation Equipment,4010201515,RBICS_IG,5
Industry-Specific IT Services,55202015,RBICS_IG,4
Industry-Specific Software,55201530,RBICS_IG,4
Infectious Disease Biopharmaceuticals,35101010,RBICS_IG,4
Information Storage Systems,551520202015,RBICS_IG,6
Information Technology Consulting,55202020,RBICS_IG,4
Information Technology Distribution,551530,RBICS_IG,3
Information and Disk Storage Systems,5515202020,RBICS_IG,5
Information and News Content Providers and Sites,5520101010,RBICS_IG,5
Infrastructure Construction,4015251010,RBICS_IG,5
Infrastructure Construction/Contracting Services,40152510,RBICS_IG,4
Infrastructure Consulting and Design Services,4015251015,RBICS_IG,5
