factset_ultimate_parent_entity_id,ultimate_parent_name,Ult_Parent_Entity_Type,rel_type_desc,factset_entity_id,Name,Entity_Type
000P7W-E,Loews Corp.,Public Company,IS_PARENT_OF,007JQR-E,Boardwalk Pipeline Partners LP,Subsidiary
05W4PM-E,"Shenzhen Neptunus Bioengineering Co., Ltd.",Public Company,IS_PARENT_OF,007KN0-E,Shenzhen Neptunus Interlong Bio-Technique Co. Ltd.,Public_Company
06D95F-E,HelpSystems LLC,Holding Company,IS_PARENT_OF,007L4V-E,"Alert Logic, Inc.",Subsidiary
074C5D-E,City of Wuhan (Hubei),Government,IS_PARENT_OF,007L68-E,China Infrastructure & Logistics Group Ltd.,Public_Company
0G6338-E,Amryt Pharma Plc,Public Company,IS_PARENT_OF,007LB0-E,"Aegerion Pharmaceuticals, Inc.",Subsidiary
0JWQWL-E,AKO Capital (Jersey) Ltd.,Private Company,IS_PARENT_OF,007LCD-E,AKO Capital LLP,Subsidiary
05W45Q-E,Abano Healthcare Group Ltd.,Holding Company,IS_PARENT_OF,007LF3-E,1300 Smiles Ltd.,Subsidiary
000CKX-E,Bank of Montreal,Public Company,IS_PARENT_OF,007LKJ-E,BMO Private Equity Trust Plc,Private_Eq_Fd_Alt_Invt
0DV06W-E,Tilney Bestinvest Group Ltd.,Extinct,IS_PARENT_OF,007LKY-E,Ashcourt Rowan Ltd.,Subsidiary
0JHPBP-E,Thomson Medical Group Ltd.,Public Company,IS_PARENT_OF,007M1W-E,TMC Life Sciences Bhd.,Public_Company
0LSKKX-E,DCP Midstream LLC,Private Company,IS_PARENT_OF,007M5M-E,DCP Midstream LP,Public_Company
05ZTX1-E,Kindred Group Plc,Public Company,IS_PARENT_OF,007MP3-E,32Red Ltd.,Subsidiary
0G6338-E,Amryt Pharma Plc,Public Company,IS_PARENT_OF,007MPF-E,"Chiasma, Inc.",Subsidiary
08D24H-E,Secretary of State For Business Innovation & Skills,Government,IS_PARENT_OF,007MQD-E,Post Office Ltd.,Subsidiary
062P48-E,Tel-Aviv University,College/University,IS_PARENT_OF,007MWR-E,Ramot at Tel Aviv University Ltd.,Subsidiary
001ZH0-E,Open Text Corp.,Public Company,IS_PARENT_OF,007N8P-E,"Carbonite, Inc.",Subsidiary
05HZ72-E,"China International Marine Containers (Group) Co., Ltd.",Public Company,IS_PARENT_OF,007NYL-E,CIMC Enric Holdings Ltd.,Public_Company
05J9VP-E,Eagers Automotive Ltd.,Public Company,IS_PARENT_OF,007QP9-E,Automotive Holdings Group Ltd.,Subsidiary
008TKK-E,Glaukos Corp.,Public Company,IS_PARENT_OF,007R0G-E,"Avedro, Inc.",Subsidiary
06B8M9-E,Magnificent Capital Holding Ltd.,Private Company,IS_PARENT_OF,007RBQ-E,Samson Holding Ltd.,Public_Company
05JM8M-E,Parkson Holdings Bhd.,Public Company,IS_PARENT_OF,007S3B-E,Parkson Retail Group Ltd.,Public_Company
0D6TY5-E,Mercuria Energy Group Holding SA,Private Company,IS_PARENT_OF,007S3H-E,Minerva Bunkering,Subsidiary
0025FY-E,"United Rentals, Inc.",Public Company,IS_PARENT_OF,007S78-E,General Finance Corp.,Subsidiary
002JBL-E,Alliance Resource Partners LP,Public Company,IS_PARENT_OF,007SCB-E,Alliance Holdings GP LP,Subsidiary
001DL5-E,Kerzner International Holdings Ltd.,Holding Company,IS_PARENT_OF,007SM1-E,"Kerzner International Resorts, Inc.",Subsidiary
06GFHQ-E,Longerview Investments Ltd.,Private Company,IS_PARENT_OF,007SZ8-E,China Ting Group Holdings Ltd.,Public_Company
0GJF85-E,Pruksa Holding Public Co. Ltd.,Public Company,IS_PARENT_OF,007T4T-E,"Pruksa Real Estate Public Co., Ltd.",Subsidiary
0H7R3K-E,ESR Cayman Ltd.,Public Company,IS_PARENT_OF,007T7M-E,Prosperity Real Estate Investment Trust,Mutual_Fd_Closed_End
06QGDM-E,City of Xiamen,Government,IS_PARENT_OF,007TBG-E,"Xiamen International Port Co., Ltd.",Public_Company
0BX4FF-E,Fletcher Industrial Equity Fund Ltd.,Private Company,IS_PARENT_OF,007TQ0-E,Novolipetsk Steel,Public_Company
05J094-E,APA Group,Public Company,IS_PARENT_OF,007TTG-E,AusNet Services Ltd.,Subsidiary
06H975-E,YKM Holdings International Ltd.,Private Company,IS_PARENT_OF,007TWJ-E,Great Eastern Energy Corp. Ltd.,Public_Company
06F38K-E,Fosun International Holdings Ltd.,Private Company,IS_PARENT_OF,007TX5-E,Paref SA,Public_Company
0HW682-E,THSC Investments Pte Ltd.,Holding Company,IS_PARENT_OF,007TXR-E,Tutt Bryant Group Ltd.,Subsidiary
06HKBK-E,United Overseas Australia Ltd.,Public Company,IS_PARENT_OF,007TXS-E,UOA Real Estate Investment Trust,Public_Company
05SXFX-E,Government of Egypt,Government,IS_PARENT_OF,007TYH-E,Telecom Egypt,Public_Company
0DP274-E,The Kattegat Trust Co. Ltd.,Private Company,IS_PARENT_OF,007V4P-E,Compass Diversified Holdings,Private_Eq_Fd_Alt_Invt
005PXX-E,"LegalZoom.com, Inc.",Public Company,IS_PARENT_OF,007VHD-E,"Earth Class Mail, Inc.",Subsidiary
0FJ927-E,Superloop Ltd.,Public Company,IS_PARENT_OF,007VPN-E,BigAir Group Pty Ltd.,Subsidiary
0D7MXC-E,Ocean Dial Investment Co. Singapore Pte Ltd.,Private Company,IS_PARENT_OF,007VQG-E,India Capital Growth Fund Ltd.,Mutual_Fd_Closed_End
00F8BV-E,News Corp.,Public Company,IS_PARENT_OF,007VT0-E,"Generate, Inc.",Subsidiary
0897MR-E,Hamilton Thorne Ltd.,Public Company,IS_PARENT_OF,007W7T-E,"Hamilton Thorne, Inc.",Subsidiary
000BZV-E,"American International Group, Inc.",Public Company,IS_PARENT_OF,007WJS-E,Validus Holdings Ltd.,Subsidiary
0PDC0J-E,"Picard Medical, Inc.",Private Company,IS_PARENT_OF,007WTL-E,SynCardia Systems LLC,Subsidiary
05HXQL-E,Grupo Aval Acciones y Valores SA,Public Company,IS_PARENT_OF,007WTW-E,Banco Comercial AV Villas SA,Public_Company
000P56-E,Eli Lilly & Co.,Public Company,IS_PARENT_OF,007WV1-E,"CoLucid Pharmaceuticals, Inc.",Subsidiary
000J7C-E,Entergy Corp.,Public Company,IS_PARENT_OF,007X3B-E,Entergy Louisiana LLC,Subsidiary
003QP9-E,Government of Australia,Government,IS_PARENT_OF,007X3S-E,Yarra Valley Water Corp.,Subsidiary
0QJTH9-E,Forsta AS,Holding Company,IS_PARENT_OF,007XFV-E,"FocusVision Worldwide, Inc.",Subsidiary
003QP9-E,Government of Australia,Government,IS_PARENT_OF,007XQV-E,Melbourne Water Corp.,Subsidiary
003T8W-E,Government of New Zealand,Government,IS_PARENT_OF,007XQW-E,Mercury NZ Ltd.,Public_Company
05J44K-E,"BOE Technology Group Co., Ltd.",Public Company,IS_PARENT_OF,007YL4-E,SES-imagotag SA,Public_Company
05HYYQ-E,"Asia Optical Co., Inc.",Public Company,IS_PARENT_OF,007YLH-E,Yorkey Optical International (Cayman) Ltd.,Subsidiary
0MV7MG-E,Cambium Holding Corp.,Holding Company,IS_PARENT_OF,007YXS-E,"Rosetta Stone, Inc.",Subsidiary
06KJXH-E,Indigo Partners LLC,Private Company,IS_PARENT_OF,007Z6G-E,"Frontier Airlines Holdings, Inc.",Subsidiary
06YBPD-E,"Intelerad Medical System, Inc.",Holding Company,IS_PARENT_OF,007ZHD-E,"DICOM Grid, Inc.",Subsidiary
05HG5S-E,"Dundee Precious Metals, Inc.",Public Company,IS_PARENT_OF,007ZKR-E,"INV Metals, Inc.",Subsidiary
06LQPQ-E,Edge Music Ltd.,Private Company,IS_PARENT_OF,007ZQ7-E,Edge Performance VCT Plc,Venture_Capital_Fund
002YSD-E,"Sun Life Financial, Inc.",Public Company,IS_PARENT_OF,007ZX1-E,HICL Infrastructure Co. Ltd.,Private_Eq_Fd_Alt_Invt
003JW8-E,"Honda Motor Co., Ltd.",Public Company,IS_PARENT_OF,00802K-E,Honda Atlas Cars (Pakistan) Ltd.,Public_Company
0028L7-E,Bayer AG,Public Company,IS_PARENT_OF,00804Y-E,"Asklepios BioPharmaceutical, Inc.",Subsidiary
0DR844-E,Caledonia (Private) Holdings Pty Ltd.,Private Company,IS_PARENT_OF,0080F7-E,Caledonia (Private) Investments Pty Ltd.,Subsidiary
0MW40D-E,Integrated Media Co. LLC,Private Company,IS_PARENT_OF,008118-E,"Fandom, Inc.",Subsidiary
06GNTR-E,Best Result Holdings Ltd.,Private Company,IS_PARENT_OF,008121-E,Nine Dragons Paper Holdings Ltd.,Public_Company
05JBV7-E,Gresham House Plc,Mutual Fd-Closed End,IS_PARENT_OF,0081D2-E,Baronsmead VCT 5 Plc,Venture_Capital_Fund
08DW0C-E,G.R. Lane Holdings Ltd.,Private Company,IS_PARENT_OF,0081VR-E,G.R. Lane Health Products Ltd.,Subsidiary
0LT18N-E,Ascott Residence Trust,Public Company,IS_PARENT_OF,0082LT-E,Ascott Real Estate Investment Trust,Subsidiary
07DRL7-E,Thoma Bravo LP,Private Company,IS_PARENT_OF,0082SF-E,"Instructure, Inc.",Subsidiary
0CB0K7-E,Talenthome Management Ltd.,Private Company,IS_PARENT_OF,0082Z3-E,China GrenTech Corp. Ltd.,Subsidiary
06PF0D-E,Macquarie Group Ltd.,Public Company,IS_PARENT_OF,00830F-E,Macquarie Korea Infrastructure Fund,Private_Eq_Fd_Alt_Invt
06M2WN-E,Payment Alliance Holdings LLC,Private Company,IS_PARENT_OF,008322-E,Payment Alliance Holding Corp.,Subsidiary
07B9G7-E,Northwood Investors LLC,Private Company,IS_PARENT_OF,0083Q4-E,Vitura SA,Public_Company
0HH3D8-E,Eastern Field Developments Ltd,Private Company,IS_PARENT_OF,0083RC-E,Finders Resources Ltd.,Subsidiary
0K86BW-E,"GTA Semiconductor Co., Ltd.",Holding Company,IS_PARENT_OF,00844J-E,Advanced Semiconductor Manufacturing Corp. Ltd.,Subsidiary
05HWBL-E,"Takeda Pharmaceutical Co., Ltd.",Public Company,IS_PARENT_OF,0084CD-E,TiGenix NV,Subsidiary
000F36-E,"Conagra Brands, Inc.",Public Company,IS_PARENT_OF,0084JT-E,"Pinnacle Foods, Inc.",Subsidiary
05WSZR-E,Pluspetrol Resources Corp,Private Company,IS_PARENT_OF,00850H-E,Pluspetrol Camisea SA,Subsidiary
000XKX-E,Bio-Techne Corp.,Public Company,IS_PARENT_OF,008541-E,"Asuragen, Inc.",Subsidiary
0FTG9B-E,Straker Translations Ltd.,Public Company,IS_PARENT_OF,0085H2-E,"Lingotek, Inc.",Subsidiary
0JCG63-E,"Legacy Reserves, Inc.",Private Company,IS_PARENT_OF,0085KM-E,Legacy Reserves LP,Subsidiary
05PYR2-E,City of Shanghai,Government,IS_PARENT_OF,0085TM-E,"Shanghai Prime Machinery Co., Ltd.",Subsidiary
06XM1V-E,Emirate of Dubai (United Arab Emirates),Government,IS_PARENT_OF,0086BX-E,The Dubai International Financial Centre,Subsidiary
0DMHZ2-E,"Sungard Availability Services Capital, Inc.",Holding Company,IS_PARENT_OF,0086GW-E,Sungard Availability Services LP,Subsidiary
001D4F-E,"BitNile Holdings, Inc.",Public Company,IS_PARENT_OF,0086RF-E,Imperalis Holding Corp.,Public_Company
05JLR3-E,Delek Group Ltd.,Public Company,IS_PARENT_OF,00875M-E,Ithaca Energy Ltd.,Subsidiary
0B4X67-E,"Argonaut Gold, Inc.",Public Company,IS_PARENT_OF,0087HG-E,"Alio Gold, Inc.",Subsidiary
06GY1Z-E,HPC Vermögensverwaltung GmbH,Private Company,IS_PARENT_OF,0087R8-E,Viscom AG,Public_Company
0LR8WK-E,Celine Jersey Topco Ltd.,Private Company,IS_PARENT_OF,0087SW-E,Debenhams Plc,Subsidiary
09M71Y-E,"Zhejiang Shibao Holding Group Co., Ltd.",Private Company,IS_PARENT_OF,0087WT-E,"Zhejiang Shibao Co., Ltd.",Public_Company
0063B7-E,Northern Star Resources Ltd.,Public Company,IS_PARENT_OF,0087Y6-E,Echo Resources Ltd.,Subsidiary
05JC90-E,Government of Denmark,Government,IS_PARENT_OF,00883S-E,Sund & Bælt Holding A/S,Subsidiary
05HZ02-E,Great Eagle Holdings Ltd.,Public Company,IS_PARENT_OF,0088KB-E,Champion Real Estate Investment Trust,Public_Company
05PYR5-E,City of Tianjin (China),Government,IS_PARENT_OF,0088P3-E,Tianjin Port Development Holdings Ltd.,Public_Company
05HT2B-E,La Poste SA,Holding Company,IS_PARENT_OF,0088P4-E,Adverline SA,Subsidiary
0021VT-E,Alta Partners Management Corp.,Private Company,IS_PARENT_OF,0089CL-E,Alta Partners VIII LP,Venture_Capital_Fund
004BVL-E,AXIS Capital Holdings Ltd.,Public Company,IS_PARENT_OF,0089DV-E,Novae Group Ltd.,Subsidiary
007H0Z-E,Summit Real Estate Holdings Ltd.,Public Company,IS_PARENT_OF,0089VG-E,SUMMIT Properties Ltd.,Subsidiary
0MC6GK-E,Xperi Holding Corp.,Public Company,IS_PARENT_OF,0089YH-E,"MobiTV, Inc.",Subsidiary
00CL90-E,"Digital Domain Media Group, Inc.",Extinct,IS_PARENT_OF,008B5X-E,Digital Domain,Subsidiary
05HWYZ-E,Marubeni Corp.,Public Company,IS_PARENT_OF,008BHP-E,Aircastle Ltd.,Subsidiary
05HK1F-E,ACS Actividades de Construcción y Servicios SA,Public Company,IS_PARENT_OF,008BVC-E,Sedgman Ltd.,Subsidiary
077QV3-E,Emirate of Abu Dhabi (United Arab Emirates),Government,IS_PARENT_OF,008C2G-E,Abu Dhabi National Energy Co. PJSC,Public_Company
05HWMS-E,Arab Bank Plc,Public Company,IS_PARENT_OF,008C7K-E,Arab Tunisian Bank,Public_Company
05HX7J-E,HCL Technologies Ltd.,Public Company,IS_PARENT_OF,008CM3-E,DWS Ltd.,Subsidiary
0DRH2W-E,Medtronic Plc,Public Company,IS_PARENT_OF,008CV5-E,Medicrea International SA,Subsidiary
06M39F-E,Vietnam Holding Asset Management Ltd.,Private Company,IS_PARENT_OF,008CVK-E,VietNam Holding Ltd.,Mutual_Fd_Closed_End
06VK30-E,Startup Avenue SAS,Private Company,IS_PARENT_OF,008CVL-E,Weborama SAS,Subsidiary
004N5V-E,IFP Energies Nouvelles,College/University,IS_PARENT_OF,008CXQ-E,Heurtey Petrochem SA,Subsidiary
05H644-E,Dundee Corp.,Public Company,IS_PARENT_OF,008D0X-E,"Dundee Sustainable Technologies, Inc.",Public_Company
0GF794-E,Koninklijke Ahold Delhaize NV,Public Company,IS_PARENT_OF,008D3R-E,"Fresh Direct Holdings, Inc.",Subsidiary
09H132-E,"DigiCert, Inc.",Holding Company,IS_PARENT_OF,008DHG-E,Mocana Corp.,Subsidiary
000BKX-E,Advent International Corp.,Private Company,IS_PARENT_OF,008DJG-E,"ATI Holdings, Inc.",Subsidiary
000D1R-E,Bristol Myers Squibb Co.,Public Company,IS_PARENT_OF,008FC7-E,"VentiRx Pharmaceuticals, Inc.",Subsidiary
05JBS8-E,Muhibbah Engineering (M) Bhd.,Public Company,IS_PARENT_OF,008FF4-E,Favelle Favco Bhd.,Public_Company
05HPCS-E,DBS Group Holdings Ltd.,Public Company,IS_PARENT_OF,008GXL-E,Lakshmi Vilas Bank Ltd.,Extinct
0NT7B4-E,"Apollo Global Management, Inc.",Public Company,IS_PARENT_OF,008HSB-E,AP Alternative Assets LP,Private_Eq_Fd_Alt_Invt
081N4G-E,B. Panda & Co. Pvt Ltd.,Private Company,IS_PARENT_OF,008HYG-E,Indian Metals & Ferro Alloys Ltd.,Public_Company
06T7R9-E,Jaypee Ventures Pvt Ltd.,Private Company,IS_PARENT_OF,008HZB-E,Andhra Cements Ltd.,Public_Company
077XY5-E,Emirate of Sharjah (United Arab Emirates),Government,IS_PARENT_OF,008J8G-E,Invest Bank,Public_Company
05KBY0-E,Intact Financial Corp.,Public Company,IS_PARENT_OF,008J8M-E,"Intact Insurance Group USA Holdings, Inc.",Subsidiary
000Z32-E,Zebra Technologies Corp.,Public Company,IS_PARENT_OF,008JCQ-E,"Reflexis Systems, Inc.",Subsidiary
06773B-E,"Ameriprise Financial, Inc.",Public Company,IS_PARENT_OF,008JM2-E,Ameriprise Financial Services LLC,Subsidiary
0FXYW8-E,Fortive Corp.,Public Company,IS_PARENT_OF,008JP0-E,Connected Energy Corp.,Subsidiary
0PBGCH-E,"AvidXchange Holdings, Inc.",Public Company,IS_PARENT_OF,008JSV-E,"AvidXchange, Inc.",Subsidiary
000LQ5-E,Hitachi Ltd.,Public Company,IS_PARENT_OF,008JVP-E,Johnson Controls-Hitachi Air Conditioning India Ltd.,Public_Company
002BMR-E,"Extreme Networks, Inc.",Public Company,IS_PARENT_OF,008K2K-E,"Aerohive Networks, Inc.",Subsidiary
000SY8-E,Oracle Corp.,Public Company,IS_PARENT_OF,008K4P-E,Aconex Ltd.,Subsidiary
001TLD-E,Wexford Capital LP,Private Company,IS_PARENT_OF,008KYL-E,Mako Mining Corp.,Public_Company
05HP6M-E,Tata Sons Pvt Ltd.,Holding Company,IS_PARENT_OF,008KZP-E,The Tata Group,Subsidiary
06NYQL-E,Quinta Asia Ltd.,Private Company,IS_PARENT_OF,008L4H-E,Win Hanverky Holdings Ltd.,Public_Company
001172-E,La Jolla Pharmaceutical Co.,Public Company,IS_PARENT_OF,008L5Y-E,"Tetraphase Pharmaceuticals, Inc.",Subsidiary
000X16-E,Stryker Corp.,Public Company,IS_PARENT_OF,008LDM-E,"Entellus Medical, Inc.",Subsidiary
000NW6-E,Kinross Gold Corp.,Public Company,IS_PARENT_OF,008LRR-E,Great Bear Resources Ltd.,Subsidiary
0058W5-E,"Salesforce, Inc.",Public Company,IS_PARENT_OF,008LX6-E,Mulesoft LLC,Subsidiary
0FL706-E,Excelsior Union Ltd.,Private Company,IS_PARENT_OF,008LYP-E,Mindray Medical International Ltd.,Subsidiary
001ZGF-E,"Enbridge, Inc.",Public Company,IS_PARENT_OF,008LZ1-E,Spectra Energy Corp.,Subsidiary
0L3QZ0-E,Holding Gay SAS,Private Company,IS_PARENT_OF,008M19-E,Mint SA,Public_Company
0DSD63-E,GBT III BV,Private Company,IS_PARENT_OF,008M9K-E,Hogg Robinson Group Ltd.,Subsidiary
05HHCX-E,UCB SA,Public Company,IS_PARENT_OF,008MD1-E,"Zogenix, Inc.",Subsidiary
0JJZSR-E,"UPGI Holdings, Inc.",Private Company,IS_PARENT_OF,008MFH-E,"Universal Power Group, Inc.",Subsidiary
05HNT9-E,Süddeutsche Zuckerrübenverwertungs-Genossenschaft eG,Private Company,IS_PARENT_OF,008MSG-E,CropEnergies AG,Public_Company
0MZSBW-E,Jumbo Faith International Ltd.,Private Company,IS_PARENT_OF,008MV4-E,Green International Holdings Ltd.,Public_Company
0L499Z-E,"Azurity Pharmaceuticals, Inc.",Holding Company,IS_PARENT_OF,008MVC-E,Arbor Pharmaceuticals LLC,Subsidiary
06Y444-E,"Magnite, Inc.",Public Company,IS_PARENT_OF,008MWX-E,"Telaria, Inc.",Subsidiary
0011GL-E,"Azenta, Inc.",Public Company,IS_PARENT_OF,008N5C-E,"Precise Automation, Inc.",Subsidiary
0GSQQ0-E,K2016316243 Sa Pty Ltd.,Private Company,IS_PARENT_OF,008N7F-E,Salungano Group Ltd.,Public_Company
0LQM6L-E,United Urology Group,Holding Company,IS_PARENT_OF,008N9Z-E,Chesapeake Urology Associates LLC,Subsidiary
0FQ9CN-E,Greenland Holdings Corp. Ltd.,Public Company,IS_PARENT_OF,008NF1-E,Greenland Hong Kong Holdings Ltd.,Public_Company
000LXL-E,Icahn Associates Holding LLC,Private Company,IS_PARENT_OF,008NFB-E,"CVR Energy, Inc.",Public_Company
05SKS8-E,Cordlife Group Ltd.,Public Company,IS_PARENT_OF,008NNL-E,StemLife Bhd.,Subsidiary
00BBPD-E,Lithium Americas Corp.,Public Company,IS_PARENT_OF,008NQR-E,Millennial Lithium Corp.,Subsidiary
00208X-E,NVIDIA Corp.,Public Company,IS_PARENT_OF,008NRM-E,Mellanox Technologies Ltd.,Subsidiary
0790RP-E,ISPartners Investment Solutions AG,Private Company,IS_PARENT_OF,008PY8-E,Helium Special Situations Fund Ltd.,Hedge_Fund
0013QC-E,"StoneX Group, Inc.",Public Company,IS_PARENT_OF,008Q2X-E,"GAIN Capital Holdings, Inc.",Subsidiary
05J9Y3-E,Primary Health Properties Plc,Public Company,IS_PARENT_OF,008Q41-E,MXF Fund Ltd.,Subsidiary
0NH32D-E,DDH1 Ltd.,Public Company,IS_PARENT_OF,008QRS-E,Swick Mining Services Ltd.,Subsidiary
000TH7-E,The Brink's Co.,Public Company,IS_PARENT_OF,008QTR-E,"Payment Alliance International, Inc.",Subsidiary
0JHHY4-E,Verein zur Förderung der wissenschaftlichen Forschung in der,Private Company,IS_PARENT_OF,008R65-E,Jacobs University Bremen,College_University
08C5FX-E,Egersund Group AS,Private Company,IS_PARENT_OF,008R9H-E,AKVA Group ASA,Public_Company
05M1SY-E,"Tecogen, Inc.",Public Company,IS_PARENT_OF,008RGD-E,"American DG Energy, Inc.",Subsidiary
0023BK-E,M&T Bank Corp.,Public Company,IS_PARENT_OF,008RHB-E,"People's United Financial, Inc.",Subsidiary
000PJ2-E,Massachusetts Mutual Life Insurance Co.,Private Company,IS_PARENT_OF,008RM5-E,"Barings BDC, Inc.",Private_Eq_Fd_Alt_Invt
002JWK-E,Anglo American Plc,Public Company,IS_PARENT_OF,008RN7-E,Kumba Iron Ore Ltd.,Public_Company
0GYYPS-E,Amber Infrastructure Holdings Ltd.,Private Company,IS_PARENT_OF,008RYH-E,International Public Partnerships Ltd.,Private_Eq_Fd_Alt_Invt
002FQ3-E,"Jones Lang LaSalle, Inc.",Public Company,IS_PARENT_OF,008S2Q-E,"HFF, Inc.",Subsidiary
06Z2W6-E,Old Oak Holdings Ltd.,Private Company,IS_PARENT_OF,008S94-E,Toscafund Ltd.,Subsidiary
00904S-E,Targa Resources Corp.,Public Company,IS_PARENT_OF,008SG6-E,Targa Resources Partners LP,Subsidiary
06Y8NW-E,PT Sinar Mas Group,Private Company,IS_PARENT_OF,008T3W-E,Domtar Corp.,Subsidiary
05J3KG-E,Vallourec SA,Public Company,IS_PARENT_OF,008T80-E,"Vallourec Tianda (Anhui) Co., Ltd.",Subsidiary
05LT05-E,Government of China,Government,IS_PARENT_OF,008T89-E,China Communications Services Corp. Ltd.,Public_Company
05LT05-E,Government of China,Government,IS_PARENT_OF,008TL5-E,China Communications Construction Co. Ltd.,Public_Company
05JDS7-E,Melco International Development Ltd.,Public Company,IS_PARENT_OF,008TML-E,Melco Resorts & Entertainment Ltd.,Public_Company
0627TW-E,"Tsinghua Tongfang Co., Ltd.",Public Company,IS_PARENT_OF,008TNV-E,Neo Neon Holdings Ltd.,Public_Company
0011GH-E,"Brookfield Asset Management, Inc.",Public Company,IS_PARENT_OF,008TRY-E,Altera Infrastructure LP,Subsidiary
05LT05-E,Government of China,Government,IS_PARENT_OF,008TSP-E,"China Coal Energy Co., Ltd.",Public_Company
05MTD6-E,Crimson Ventures Ltd,Private Company,IS_PARENT_OF,008V57-E,Crimson Capital Partners III LP,Private_Eq_Fd_Alt_Invt
0MGSMK-E,IAC/InteractiveCorp.,Public Company,IS_PARENT_OF,008VBN-E,"Care.com, Inc.",Subsidiary
0NZTMJ-E,Dole Plc,Public Company,IS_PARENT_OF,008VDW-E,Total Produce Plc,Subsidiary
0H4XZQ-E,Zeder Investments Ltd. (Private Equity),Private Company,IS_PARENT_OF,008VNL-E,Zeder Investments Ltd.,Private_Eq_Fd_Alt_Invt
000X58-E,"NortonLifeLock, Inc.",Public Company,IS_PARENT_OF,008VZW-E,"LifeLock, Inc.",Subsidiary
001BQR-E,"Cheniere Energy, Inc.",Public Company,IS_PARENT_OF,008W5Z-E,Cheniere Energy Partners LP,Public_Company
05HX0L-E,Serco Group Plc,Public Company,IS_PARENT_OF,008W9M-E,"Whitney, Bradley & Brown, Inc.",Subsidiary
0N51N7-E,"F-star Therapeutics, Inc.",Public Company,IS_PARENT_OF,008WYB-E,F-Star Biotechnologische Forschungs- Und Entwicklungsges MBH,Subsidiary
0DSTCN-E,Belvedere Bidco Ltd.,Private Company,IS_PARENT_OF,008X1Y-E,Brightside Group Ltd.,Subsidiary
0Q074X-E,"Gelesis Holdings, Inc.",Public Company,IS_PARENT_OF,008X4J-E,"Gelesis, Inc.",Subsidiary
0MT9KN-E,"VYNE Therapeutics, Inc.",Public Company,IS_PARENT_OF,008XK0-E,VYNE Pharmaceuticals Ltd.,Subsidiary
0BL8X2-E,Scandinavian Private Equity Partners A/S,Private Company,IS_PARENT_OF,008XKW-E,Scandinavian Private Equity A/S,Private_Eq_Fd_Alt_Invt
002ZDN-E,Solitario Zinc Corp.,Public Company,IS_PARENT_OF,008Y1F-E,Zazu Metals Corp.,Subsidiary
09XNP4-E,"JA Solar Technology Co., Ltd.",Public Company,IS_PARENT_OF,008Y2K-E,"JA Solar Holdings Co., Ltd.",Subsidiary
09XK8X-E,PennantPark Investment Advisers LLC,Private Company,IS_PARENT_OF,008YJC-E,PennantPark Investment Corp.,Private_Eq_Fd_Alt_Invt
0HWG66-E,ISP Digital SLU,Private Company,IS_PARENT_OF,008YX9-E,ISPD Network SA,Public_Company
0011H9-E,Deutsche Telekom AG,Public Company,IS_PARENT_OF,008ZH8-E,Hrvatski Telekom DD,Public_Company
0CKP5L-E,Versal Finance Gestão de Recursos Ltda.,Private Company,IS_PARENT_OF,008ZHK-E,PDG Realty SA Empreendimentos e Participações,Public_Company
00B7JS-E,"Solera Holdings, Inc.",Holding Company,IS_PARENT_OF,008ZJQ-E,"SmartDrive Systems, Inc.",Subsidiary
05YHRD-E,Bredband2 i Skandinavien AB,Public Company,IS_PARENT_OF,008ZNG-E,A3 Allmänna IT- och Telekomaktiebolaget AB,Subsidiary
002BS2-E,3i Group Plc,Public Company,IS_PARENT_OF,008ZQL-E,3i Infrastructure Plc,Private_Eq_Fd_Alt_Invt
05JSY6-E,Iguatemi SA,Public Company,IS_PARENT_OF,008ZXB-E,Iguatemi Empresa de Shopping Centers SA,Subsidiary
0NP9S2-E,"Mitsubishi HC Capital, Inc.",Public Company,IS_PARENT_OF,008ZY8-E,"CAI International, Inc.",Subsidiary
0GRP3J-E,Brevan Howard (Jersey) LP,Private Company,IS_PARENT_OF,009016-E,BH Macro Ltd.,Mutual_Fd_Closed_End
0C62Q1-E,Fame Select Ltd.,Private Company,IS_PARENT_OF,00901N-E,Suncity Group Holdings Ltd.,Public_Company
0BT6BT-E,Zurn Water Solutions Corp.,Public Company,IS_PARENT_OF,00902R-E,Environmental Energy Co.,Subsidiary
0F9FWV-E,Akira Holding Foundation,Private Company,IS_PARENT_OF,0090WD-E,Louis Dreyfus Company Holdings BV,Subsidiary
067KQQ-E,"China Renaissance Capital Investment, Inc.",Private Company,IS_PARENT_OF,0091KZ-E,China Spring Fund LP,Family_of_Fds__VC_Pvt_EQ_
06KLYS-E,AURELIUS Equity Opportunities SE & Co. KGaA,Public Company,IS_PARENT_OF,0091MX-E,HanseYachts AG,Public_Company
065X03-E,Kuwait Projects Co. (Holding) KSC,Public Company,IS_PARENT_OF,0091N5-E,KAMCO Investment Co. KSC,Public_Company
08G2BQ-E,Zeppelin-Stiftung,Foundation/Endowment,IS_PARENT_OF,0091TV-E,"WABCO Holdings, Inc.",Subsidiary
05P1Q9-E,Government of Chile,Government,IS_PARENT_OF,009294-E,Empresa de los Ferrocarriles del Estado,Subsidiary
000N01-E,Intel Corp.,Public Company,IS_PARENT_OF,0092C9-E,Mobileye B.V.,Subsidiary
05LT05-E,Government of China,Government,IS_PARENT_OF,0092QM-E,China Agri-Industries Holdings Ltd.,Subsidiary
